objectID,title,artist,department,objectDate,medium,image_path
398746,"Self-Portrait, from ""Image de divers hommes: The true effigies of the most eminent Painters""",Wenceslaus Hollar,Drawings and Prints,17th century,Etching; third state of five,data\raw\images\398746.jpg
361509,Weceslaus Hollar,Wenceslaus Hollar,Drawings and Prints,1649,Etching; second state of five,data\raw\images\361509.jpg
361300,Stefano della Bella,Wenceslaus Hollar,Drawings and Prints,1649,Etching; second state of five (NH),data\raw\images\361300.jpg
464419,Plaque with the Baptism of Jesus,,Medieval Art,ca. 1150–75,"Champlevé enamel, copper alloy, gilt",data\raw\images\464419.jpg
357387,"The Faerie Queene, A Poem in Six Books with the Fragment Mutabilitie: Book I",Edmund Spenser,Drawings and Prints,1894–97,Illustrations: woodcuts,data\raw\images\357387.jpg
573446,Seated Statue of the Steward Sehetepibreankh,,Egyptian Art,ca. 1919–1885 B.C.,Limestone,data\raw\images\573446.jpg
552999,"Relief, Nebhepetre Mentuhotep's wives, shrine",,Egyptian Art,ca. 2051–2030 B.C.,Limestone,data\raw\images\552999.jpg
193506,Processional cross,,European Sculpture and Decorative Arts,ca. 1460–80,"Partly gilt silver, niello, and copper with traces of gilding, over wood",data\raw\images\193506.jpg
251468,Terracotta amphora (jar),Praxias Group,Greek and Roman Art,ca. 480–460 BCE,Terracotta,data\raw\images\251468.jpg
549335,Hes Vase with the name of Ramesses IV,,Egyptian Art,ca. 1153–1147 B.C.,Unalloyed copper,data\raw\images\549335.jpg
436003,The Young Bather,Gustave Courbet,European Paintings,1866,Oil on canvas,data\raw\images\436003.jpg
11759,The True American,Enoch Wood Perry,The American Wing,ca. 1874,Oil on canvas,data\raw\images\11759.jpg
590607,Fragment from scene of Queen Neferu having her hair done - see 26.3.353-5,,Egyptian Art,ca. 2051–2030 B.C.,"Limestone, paint",data\raw\images\590607.jpg
435711,An Egyptian Peasant Woman and Her Child,Léon Bonnat,European Paintings,1869–70,Oil on canvas,data\raw\images\435711.jpg
764091,Our Lady of Valvanera,Unknown,The American Wing,ca. 1770–80,Oil and gold on canvas,data\raw\images\764091.jpg
469887,Martyrdom of Saint Lawrence,,The Cloisters,ca. 1180,"Pot-metal glass, vitreous paint",data\raw\images\469887.jpg
472562,The Fieschi Morgan Staurotheke,,Medieval Art,early 9th century,"Gilded silver, gold, enamel worked in cloisonné, and niello",data\raw\images\472562.jpg
544207,Sarcophagus of the Hathor Priestess Henhenet,,Egyptian Art,ca. 2051–2030 B.C.,"Limestone, sandstone, paint",data\raw\images\544207.jpg
552927,"Middle Kingdom statuette, reinscribed for Harsiese High Priest of Memphis in the Third Intermediate Period",,Egyptian Art,ca. 1981–1550 B.C.; reused dates to about 8th Century  B.C.,Greywacke,data\raw\images\552927.jpg
248813,Gold necklace,,Greek and Roman Art,late 4th–3rd century BCE,Gold,data\raw\images\248813.jpg
503519,Side-blown Trumpet,,Musical Instruments,19th century,Ivory,data\raw\images\503519.jpg
551786,"Book of the Dead of the Priest of Horus, Imhotep (Imuthes)",,Egyptian Art,ca. 332–200 B.C.,"Papyrus, ink",data\raw\images\551786.jpg
249598,Glass plaque fragment,,Greek and Roman Art,1st century CE,Glass,data\raw\images\249598.jpg
195223,Display dish with Charles II (1630–1685) in a tree,Thomas Toft,European Sculpture and Decorative Arts,ca. 1680,Slip-decorated earthenware,data\raw\images\195223.jpg
254968,Gold funerary wreath,,Greek and Roman Art,1st–2nd century CE,Gold,data\raw\images\254968.jpg
38039,"Mahadevi, the Great Goddess",,Asian Art,ca. 1725,"Ink, opaque watercolor, and silver on paper",data\raw\images\38039.jpg
544864,"Statuette of a hippo goddess, probably Taweret",,Egyptian Art,332–30 BCE,Glassy faience,data\raw\images\544864.jpg
448663,Bowl,,Islamic Art,15th century,Stonepaste; painted in blue and black under transparent glaze,data\raw\images\448663.jpg
204269,Joseph (from a nativity),,The American Wing,18th century (?) possibly later,"Wood, polychromed and gilded; ivory touched up with polychromy (face and shoulders)",data\raw\images\204269.jpg
204268,Mary (from a nativity),,The American Wing,18th century (?) possibly later,"Wood, polychromed and gilded; ivory touched up with polychromy (face and shoulders)",data\raw\images\204268.jpg
544453,Head from a Statue of King Amenhotep I,,Egyptian Art,ca. 1525–1504 B.C.,"Sandstone, paint",data\raw\images\544453.jpg
436492,Saint Christopher and the Infant Christ,Domenico Ghirlandaio (Domenico Bigordi),European Paintings,,Fresco,data\raw\images\436492.jpg
590874,Tomb Chapel of Raemkai,,Egyptian Art,ca. 2446–2389 B.C.,"Limestone, paint",data\raw\images\590874.jpg
437382,Vase of Flowers (Pink Background),Odilon Redon,European Paintings,ca. 1906,Oil on canvas,data\raw\images\437382.jpg
466085,"Capital with Angels Holding the Veil of Saint Veronica, with a Column",,Medieval Art,ca. 1325–75,Limestone with traces of polychromy,data\raw\images\466085.jpg
544043,Cosmetic Vessel in the Shape of a Dwarf,,Egyptian Art,ca. 1353–1323 B.C.,Travertine (Egyptian alabaster) (?),data\raw\images\544043.jpg
545439,Model boat,,Egyptian Art,ca. 1981–1802 B.C.,"Wood, paint",data\raw\images\545439.jpg
729644,"In proof of true love, a watercarrier skeleton arguing with a woman (Posada); two skeleton angels in upper corners (Manilla)",José Guadalupe Posada,Drawings and Prints,ca. 1890–96,Type-metal engraving and letterpress,data\raw\images\729644.jpg
470307,Plaque with the Pentecost,,The Cloisters,ca. 1150–75,Champlevé and translucent enamel on copper gilt,data\raw\images\470307.jpg
505819,Ekadandi Vina,,Musical Instruments,19th century,"Jack wood, metal, bone",data\raw\images\505819.jpg
250556,Marble torso of a youth,,Greek and Roman Art,ca. 118–161 CE,Marble,data\raw\images\250556.jpg
472756,Reliquary Cross with Christ and the Virgin,,Medieval Art,9th–13th century,Copper alloy,data\raw\images\472756.jpg
193438,Eternal Spring,Auguste Rodin,European Sculpture and Decorative Arts,"modeled ca. 1881, carved 1907",Marble,data\raw\images\193438.jpg
546627,Stela fragment depicting Pay adoring Re-Harakhty,,Egyptian Art,ca. 1336–1323 BCE,Limestone,data\raw\images\546627.jpg
658670,"Vase with ""cloisonné"" decoration (one of a pair)",Minton(s),European Sculpture and Decorative Arts,ca. 1870,Bone china,data\raw\images\658670.jpg
547902,Priest in a leopard skin cloak with an inscription and Osiris on his skirt,,Egyptian Art,ca. 712–650 B.C.,Leaded bronze,data\raw\images\547902.jpg
453250,Study of a Bird,Riza-yi 'Abbasi,Islamic Art,dated 1043 AH/1634 CE,"Ink, opaque watercolor, gold, and silver on paper",data\raw\images\453250.jpg
436241,Cows Crossing a Ford,Jules Dupré,European Paintings,1836,Oil on canvas,data\raw\images\436241.jpg
643540,Portrait of a Woman,Giovanni Battista Gaulli (Il Baciccio),European Paintings,ca. 1670s,Oil on canvas,data\raw\images\643540.jpg
464420,Plaque with the Crucifixion,,Medieval Art,ca. 1150–75,"Champlevé and cloisonné enamel, copper alloy, gilt",data\raw\images\464420.jpg
196497,"Horse Trotting, the Feet Not Touching the Ground",Edgar Degas,European Sculpture and Decorative Arts,"modeled after 1878, cast 1920",Bronze,data\raw\images\196497.jpg
449723,Imported Luster Bowl,,Islamic Art,10th century,Earthenware; luster-painted on an opaque white glaze,data\raw\images\449723.jpg
255407,Bronze statuette of a youth dancing,,Greek and Roman Art,late 4th century BCE,Bronze,data\raw\images\255407.jpg
24320,Saber,,Arms and Armor,1522–66,"Steel, gold, fish skin, wood",data\raw\images\24320.jpg
267019,"American Barque ""Jane Tudor,"" Conway Bay",David Johnson,Photographs,ca. 1855,Salted paper print from glass negative,data\raw\images\267019.jpg
548614,Kohl Tube in the Shape of a Papyrus Column,,Egyptian Art,ca. 1390–1352 B.C.,Glass,data\raw\images\548614.jpg
557053,Fragment of a Scarab of a Lady,,Egyptian Art,ca. 1850–1640 B.C.,Light green faience,data\raw\images\557053.jpg
248466,Bronze statuette of a philosopher on a lamp stand,,Greek and Roman Art,late 1st century BCE,Bronze,data\raw\images\248466.jpg
544766,"Stela of the royal scribe Amunnakht praising the divine barque of Amun-Re, Lord of the Thrones of the Two Lands",,Egyptian Art,ca. 1184–1070 BCE,"Limestone, pigment",data\raw\images\544766.jpg
471218,King Louis IX Carrying the Crown of Thorns,,The Cloisters,ca. 1245–48,Pot-metal glass and vitreous paint,data\raw\images\471218.jpg
625737,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625737.jpg
625744,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625744.jpg
625739,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625739.jpg
625738,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625738.jpg
625750,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625750.jpg
625753,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625753.jpg
625743,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625743.jpg
625733,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625733.jpg
625752,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625752.jpg
625745,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625745.jpg
625734,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625734.jpg
625751,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625751.jpg
625741,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625741.jpg
625749,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625749.jpg
625746,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625746.jpg
625735,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625735.jpg
625740,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625740.jpg
625742,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625742.jpg
625747,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625747.jpg
625736,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625736.jpg
625732,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625732.jpg
625748,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625748.jpg
625811,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625811.jpg
625822,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625822.jpg
625810,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625810.jpg
625857,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625857.jpg
625816,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625816.jpg
625813,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625813.jpg
625812,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625812.jpg
625818,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625818.jpg
625820,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625820.jpg
625821,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625821.jpg
625819,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625819.jpg
625859,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625859.jpg
625860,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625860.jpg
625814,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625814.jpg
625856,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625856.jpg
625861,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625861.jpg
625817,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625817.jpg
625858,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625858.jpg
625823,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625823.jpg
625815,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625815.jpg
625909,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625909.jpg
625910,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625910.jpg
625901,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625901.jpg
625908,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625908.jpg
625911,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625911.jpg
625900,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625900.jpg
625905,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625905.jpg
625902,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625902.jpg
625907,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625907.jpg
625903,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625903.jpg
625906,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625906.jpg
625904,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625904.jpg
625941,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625941.jpg
625940,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625940.jpg
625950,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625950.jpg
625949,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625949.jpg
625947,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625947.jpg
625944,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625944.jpg
625948,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625948.jpg
625960,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625960.jpg
625943,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625943.jpg
625951,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625951.jpg
625946,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625946.jpg
625961,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625961.jpg
625945,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625945.jpg
625939,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625939.jpg
625942,Worker Shabti of Nauny,,Egyptian Art,ca. 1050 B.C.,Faience,data\raw\images\625942.jpg
557576,Model Jar from a Foundation Deposit,,Egyptian Art,ca. 1479–1425 B.C.,"Travertine (Egyptian alabaster), paint",data\raw\images\557576.jpg
557578,Model Dish from a Foundation Depsoit,,Egyptian Art,ca. 1479–1425 B.C.,"Travertine (Egyptian alabaster), paint",data\raw\images\557578.jpg
545393,Stela of the Overseer of the Fortress Intef,,Egyptian Art,ca. 2000–1988 B.C.,Limestone,data\raw\images\545393.jpg
39632,Seated luohan with a servant,,Asian Art,late 18th–early 19th century,Malachite,data\raw\images\39632.jpg
448466,"""Hamid Bhakari Punished by Akbar"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album",Abu'l Fazl,Islamic Art,ca. 1604,"Ink, opaque watercolor, and gold on paper",data\raw\images\448466.jpg
